ID,Genero,Ocupación,Plan_Internacional,Min_En_Dia,Min_Internacionales,Reclamos,Llamadas_Internacionales,Desafiliado
1003,Femenino,Negocios,no,138.1,6.8,2,3,no
1004,Masculino,Otros,no,169.3,8.2,0,3,no
1005,Masculino,Proyectos personales,no,201.3,12.3,1,3,no
1006,Femenino,Negocios,si,216.7,9.8,2,4,no
1007,Masculino,Educación,no,190.4,8.3,2,4,no
1008,Femenino,Educación,no,143.3,6,1,7,no
1009,Masculino,Otros,no,97.4,11.4,2,2,no
1010,Masculino,Negocios,no,181.4,11.3,3,3,no
1011,Masculino,Otros,no,246.4,3.8,0,4,no
1012,Masculino,Proyectos personales,no,143.4,9.7,2,6,no
1013,Masculino,Otros,no,104.9,8,2,5,no
1014,Masculino,Proyectos personales,no,156.2,13.1,1,5,no
1015,Femenino,Negocios,no,114.8,12,0,4,no
1016,Masculino,Otros,no,232.5,11.9,0,2,no
1017,Femenino,Negocios,no,143.6,8.6,1,3,no
1018,Femenino,Otros,no,176.7,9.1,2,4,no
1019,Femenino,Otros,no,263.4,11.4,1,5,si
1020,Femenino,Educación,no,146.4,11.3,1,3,no
1021,Masculino,Educación,no,145,14.2,2,3,no
1022,Femenino,Proyectos personales,no,167.8,8.4,1,12,no
1023,Masculino,Proyectos personales,no,166.9,7.2,0,5,no
1024,Femenino,Educación,no,142.5,7.8,2,8,no
1025,Masculino,Otros,si,133,11.2,1,3,no
1026,Masculino,Proyectos personales,no,252.9,12.3,1,1,no
1027,Femenino,Educación,no,95,10,2,2,no
1028,Masculino,Proyectos personales,si,194.2,12.9,1,1,si
1029,Femenino,Otros,no,222.8,0,1,0,no
1030,Femenino,Proyectos personales,no,201.8,16.5,0,5,no
1031,Masculino,Proyectos personales,no,216,9.3,2,4,si
1032,Masculino,Otros,no,146.3,5.3,1,9,no
1033,Femenino,Proyectos personales,no,234.8,9.5,1,5,no
1034,Masculino,Negocios,no,198.6,10.6,2,6,no
1035,Femenino,Proyectos personales,no,94.4,13.1,2,9,no
1036,Femenino,Proyectos personales,no,190.4,10,2,1,no
1037,Femenino,Negocios,no,142.6,12,3,2,no
1038,Femenino,Proyectos personales,si,134.2,10.7,0,5,no
1039,Masculino,Educación,no,111.9,14.1,5,3,si
1040,Masculino,Educación,no,122.8,10.7,2,2,no
1041,Masculino,Otros,no,189.3,9.2,4,5,no
1042,Masculino,Otros,no,240.4,16.1,0,6,no
1043,Femenino,Otros,si,93.5,9.9,0,3,no
1044,Masculino,Educación,no,158.6,10.2,3,8,no
1045,Masculino,Proyectos personales,si,243.2,7.2,4,4,no
1046,Masculino,Educación,no,176.4,9.3,4,3,no
1047,Masculino,Proyectos personales,no,220.9,6.4,0,5,no
1048,Masculino,Otros,no,144.4,7.1,0,7,no
1049,Masculino,Negocios,no,212.3,7.7,0,3,no
1050,Masculino,Negocios,no,147,8.4,1,9,no
1051,Femenino,Proyectos personales,no,96.2,12.9,2,10,no
1052,Masculino,Proyectos personales,no,263.4,10.3,0,2,no
1053,Femenino,Otros,si,12.5,7.7,1,9,no
1054,Masculino,Negocios,no,162.3,10.1,2,3,no
1055,Femenino,Educación,no,183.6,8.7,1,3,no
1056,Femenino,Otros,no,178.1,8.5,1,2,no
1057,Femenino,Proyectos personales,no,201.4,7,0,3,no
1058,Masculino,Otros,no,123,13.3,1,4,no
1059,Femenino,Proyectos personales,no,208,8.6,0,6,no
1060,Femenino,Educación,no,239.2,8.8,1,3,no
1061,Femenino,Otros,no,193,15.3,1,3,no
1062,Femenino,Proyectos personales,no,174.5,10.3,1,9,no
1063,Femenino,Otros,no,116.7,9.9,1,3,no
1064,Masculino,Proyectos personales,no,93.8,10.7,1,2,no
1065,Masculino,Negocios,si,154.1,12.9,2,3,no
1066,Masculino,Otros,no,239.5,9.9,0,6,no
1067,Masculino,Negocios,no,216,11.8,0,4,no
1068,Masculino,Negocios,no,187.4,12.2,1,6,no
1069,Masculino,Otros,no,167.4,10.3,0,5,no
1070,Masculino,Proyectos personales,no,160.4,12.5,1,4,no
1071,Femenino,Negocios,no,143.2,11.9,1,9,no
1072,Femenino,Educación,no,205.3,5,1,9,no
1073,Masculino,Negocios,no,219.1,14.3,1,6,no
1074,Masculino,Otros,no,143.2,7.6,1,4,no
1075,Femenino,Proyectos personales,no,232.8,12.5,2,7,no
1076,Femenino,Educación,no,162,8.9,0,8,no
1077,Masculino,Educación,no,25.9,6.5,1,7,no
1078,Femenino,Educación,no,154.2,15.4,4,4,si
1079,Masculino,Negocios,no,322.3,6.7,0,8,si
1080,Femenino,Otros,no,209.9,8.2,1,3,no
1081,Femenino,Educación,no,191.5,0,0,0,no
1082,Femenino,Negocios,no,291.1,7.5,1,2,no
1083,Masculino,Proyectos personales,no,215.6,11.8,3,1,no
1084,Masculino,Proyectos personales,si,208.8,12.4,3,6,no
1085,Femenino,Educación,no,255.9,12.3,3,5,no
1086,Masculino,Otros,no,252.7,12.4,2,4,no
1087,Femenino,Negocios,no,132.1,6.9,3,6,no
1088,Masculino,Educación,no,217,8.2,1,4,no
1089,Masculino,Otros,no,101.9,12.9,0,2,no
1090,Masculino,Otros,no,211.5,13.3,2,4,no
1091,Femenino,Educación,no,153.4,10.4,0,3,no
1092,Femenino,Otros,no,166.3,10,2,3,no
1093,Masculino,Educación,no,185.2,9.5,1,13,no
1094,Masculino,Educación,no,104.6,6.5,2,8,no
1095,Femenino,Negocios,no,245.2,7.2,0,8,no
1096,Masculino,Otros,no,274.4,6,1,3,no
1097,Femenino,Otros,no,98.4,14.2,1,4,no
1098,Masculino,Educación,no,279.9,13,1,2,no
1099,Masculino,Educación,no,187.2,5.1,1,4,no
1100,Femenino,Educación,no,276.2,2.2,3,4,no
1101,Masculino,Proyectos personales,no,200.4,8.3,1,4,no
1102,Femenino,Negocios,no,162.3,9.1,2,4,no
1103,Masculino,Proyectos personales,no,176.9,10.5,4,2,si
1104,Femenino,Proyectos personales,no,165.5,12.2,0,6,no
1105,Femenino,Otros,no,217.8,10.4,4,5,no
1106,Masculino,Proyectos personales,no,201.4,12.9,2,4,si
1107,Femenino,Otros,no,190.5,10.1,3,5,no
1108,Femenino,Educación,no,179.9,12.8,3,7,no
1109,Femenino,Educación,no,235.9,5.8,3,2,no
1110,Femenino,Otros,no,140.4,7.9,0,1,no
1111,Masculino,Negocios,no,144.6,7.4,2,9,no
1112,Femenino,Negocios,no,189,17.1,0,6,no
1113,Masculino,Otros,no,101,13.3,0,2,no
1114,Masculino,Otros,no,206.3,10.6,1,4,no
1115,Masculino,Otros,no,165.1,10.9,1,4,no
1116,Masculino,Otros,no,165,12.5,1,7,si
1117,Femenino,Proyectos personales,no,155.9,11.7,3,3,no
1118,Femenino,Educación,si,199.2,11.8,1,7,no
1119,Masculino,Otros,no,155.3,12.3,3,4,no
1120,Femenino,Otros,no,208.3,11.3,3,5,no
1121,Femenino,Negocios,no,157.1,12.1,1,6,no
1122,Masculino,Otros,no,154.4,11.7,5,4,si
1123,Masculino,Otros,no,189.1,10.4,1,5,si
1124,Femenino,Educación,no,131.5,10,2,3,no
1125,Masculino,Proyectos personales,no,166.4,9.9,1,5,no
1126,Femenino,Educación,no,142.3,12.8,2,9,no
1127,Femenino,Proyectos personales,no,87.7,7.3,2,4,no
1128,Masculino,Negocios,no,184.1,16.9,0,3,no
1129,Femenino,Educación,si,174.5,12.3,2,10,no
1130,Masculino,Proyectos personales,no,103.3,9,2,2,no
1131,Masculino,Otros,no,35.1,12.7,1,2,no
1132,Masculino,Educación,no,246.6,13,1,5,no
1133,Femenino,Negocios,no,78.5,11.8,1,4,no
1134,Masculino,Proyectos personales,no,148.1,12.3,5,2,si
1135,Femenino,Educación,no,206.2,9,1,3,no
1136,Masculino,Proyectos personales,no,251.6,12.2,2,3,no
1137,Femenino,Educación,si,270.3,14.4,1,7,si
1138,Femenino,Otros,no,156.6,11.3,1,1,no
1139,Femenino,Proyectos personales,no,139.4,13.6,1,6,no
1140,Femenino,Educación,no,220.2,11.7,2,3,no
1141,Femenino,Otros,no,214.1,10.1,1,3,no
1142,Masculino,Proyectos personales,no,196,7.9,1,6,no
1143,Masculino,Otros,no,106.4,5.3,6,4,si
1144,Femenino,Proyectos personales,no,179.4,10,0,5,no
1145,Masculino,Proyectos personales,no,216.7,10.8,2,1,no
1146,Femenino,Otros,no,177.3,5.1,0,2,no
1147,Masculino,Proyectos personales,no,151.6,4,1,5,no
1148,Masculino,Negocios,no,262.2,10.6,0,5,no
1149,Masculino,Educación,no,173.6,9.7,3,7,no
1150,Femenino,Educación,si,106.6,9.6,2,8,no
1151,Femenino,Otros,no,193.3,11.6,5,4,si
1152,Femenino,Proyectos personales,no,217.2,11.3,0,4,no
1153,Femenino,Educación,no,209.5,8.8,1,4,no
1154,Femenino,Proyectos personales,no,95.4,5.6,1,5,no
1155,Masculino,Educación,no,214.6,8.1,1,2,no
1156,Masculino,Proyectos personales,no,131.6,11.1,4,4,si
1157,Masculino,Negocios,no,168.4,11.8,1,7,no
1158,Masculino,Negocios,no,146.4,7.8,1,5,no
1159,Masculino,Otros,si,183,11.1,1,6,no
1160,Masculino,Educación,no,103.3,6.4,0,7,no
1161,Masculino,Negocios,no,112.2,10.6,0,2,no
1162,Femenino,Negocios,si,170.7,8.2,3,9,no
1163,Masculino,Educación,no,172.5,10.9,0,2,no
1164,Masculino,Negocios,no,194.3,7.1,1,5,no
1165,Masculino,Educación,no,187.8,12,2,3,no
1166,Masculino,Educación,si,307.1,8,0,3,no
1167,Masculino,Negocios,no,118.2,12.2,3,3,no
1168,Masculino,Otros,no,154,12.9,1,1,no
1169,Femenino,Proyectos personales,no,155.5,7.6,1,11,no
1170,Femenino,Otros,si,125.6,5.4,1,5,no
1171,Masculino,Otros,no,199.3,15.2,0,2,no
1172,Femenino,Otros,no,157.9,12.8,1,3,no
1173,Femenino,Otros,no,203.4,9.2,2,5,no
1174,Femenino,Proyectos personales,no,222.2,10.9,1,5,no
1175,Masculino,Otros,no,92.8,5.8,1,7,no
1176,Masculino,Negocios,no,216.8,8.6,0,2,no
1177,Femenino,Negocios,no,193.2,9.7,4,2,no
1178,Femenino,Proyectos personales,no,113.2,14.1,3,4,no
1179,Femenino,Otros,no,166.2,11.2,3,2,no
1180,Masculino,Educación,no,262.2,7.3,1,14,no
1181,Femenino,Proyectos personales,no,207.8,13.1,0,4,no
1182,Femenino,Otros,no,245.4,7.5,1,6,no
1183,Masculino,Otros,no,287.1,14.4,3,2,si
1184,Femenino,Negocios,no,192.3,9,2,1,no
1185,Masculino,Negocios,no,194.2,9.7,2,3,no
1186,Masculino,Educación,no,211,9.8,3,7,no
1187,Femenino,Otros,no,141.9,8.7,0,5,no
1188,Femenino,Otros,no,220.5,5.9,2,9,no
1189,Masculino,Otros,no,157.4,9.3,1,2,no
1190,Masculino,Negocios,no,143.5,11.2,0,5,no
1191,Femenino,Otros,no,156,8.9,0,8,no
1192,Femenino,Educación,si,160.1,9.2,2,3,no
1193,Masculino,Proyectos personales,si,235.1,7.2,4,2,si
1194,Masculino,Educación,si,160,8.7,5,5,si
1195,Femenino,Otros,no,188.4,13.2,1,2,no
1196,Masculino,Negocios,no,194.8,11,1,3,no
1197,Masculino,Educación,no,247.8,6.9,1,2,no
1198,Femenino,Negocios,no,221.2,11.9,4,3,no
1199,Masculino,Proyectos personales,no,118.5,13.4,2,3,no
1200,Masculino,Negocios,no,231.8,7.6,1,4,no
1201,Masculino,Proyectos personales,no,215.9,11.6,1,4,no
1202,Masculino,Otros,no,217.1,8,2,5,no
1203,Femenino,Negocios,no,83.5,12.6,0,3,no
1204,Femenino,Proyectos personales,no,183.3,5.1,1,7,no
1205,Masculino,Otros,si,236.8,9.5,1,2,si
1206,Femenino,Negocios,no,193.8,8.5,1,3,no
1207,Masculino,Negocios,no,134,9.7,0,4,no
1208,Masculino,Negocios,no,176.6,11.3,2,5,no
1209,Femenino,Otros,no,191.4,10.2,3,3,no
1210,Masculino,Educación,si,174.8,12.8,0,3,no
1211,Femenino,Educación,no,275.2,7.9,1,2,no
1212,Masculino,Negocios,no,174,7.9,1,1,no
1213,Femenino,Otros,no,165,12.6,1,8,no
1214,Femenino,Proyectos personales,no,228.7,11.8,1,4,no
1215,Femenino,Otros,no,107.9,9.5,2,3,no
1216,Masculino,Educación,no,221.3,11.3,1,6,no
1217,Masculino,Negocios,no,141.1,5.9,3,6,no
1218,Femenino,Negocios,no,166.4,10.7,4,4,no
1219,Femenino,Otros,no,249.6,7.6,3,3,no
1220,Masculino,Otros,no,178.6,10.9,1,5,no
1221,Masculino,Educación,no,139,15.7,2,5,no
1222,Femenino,Otros,no,134.3,12.6,2,5,no
1223,Femenino,Otros,no,215.9,4.9,3,5,no
1224,Masculino,Otros,no,181.6,11.4,1,4,no
1225,Femenino,Proyectos personales,no,178.4,9.3,1,9,no
1226,Femenino,Otros,no,106.4,11.4,1,3,no
1227,Masculino,Educación,no,170.7,11.4,2,4,no
1228,Masculino,Otros,no,184.5,12.3,0,6,no
1229,Femenino,Educación,no,161.2,8.9,1,4,no
1230,Femenino,Proyectos personales,no,84.9,7.5,2,5,no
1231,Femenino,Negocios,no,217.9,10.6,1,2,no
1232,Femenino,Otros,no,270.9,8.8,0,5,si
1233,Femenino,Proyectos personales,no,243,15.3,0,6,si
1234,Masculino,Otros,no,128.2,8.9,0,3,no
1235,Masculino,Otros,no,126.3,9.8,2,7,no
1236,Masculino,Proyectos personales,no,178.7,10.6,4,2,no
1237,Femenino,Negocios,no,159,10.1,0,4,no
1238,Femenino,Negocios,no,150.9,11.7,3,5,no
1239,Femenino,Proyectos personales,si,219.9,8.1,3,4,no
1240,Masculino,Proyectos personales,no,168,10.1,2,3,no
1241,Masculino,Proyectos personales,no,162.1,9.6,4,3,si
1242,Femenino,Negocios,no,198.8,16.5,5,7,no
1243,Femenino,Negocios,si,256.8,9.1,3,10,no
1244,Masculino,Negocios,no,182.8,11,1,2,no
1245,Femenino,Negocios,no,196.8,7.7,1,2,no
1246,Femenino,Proyectos personales,no,140.1,11.2,2,5,no
1247,Femenino,Otros,no,194.3,9,5,3,no
1248,Femenino,Proyectos personales,no,117.6,8.8,1,5,no
1249,Femenino,Otros,si,193.7,11.6,0,8,no
1250,Masculino,Negocios,no,243.1,7.8,2,4,no
1251,Femenino,Negocios,no,145.4,5.2,1,4,no
1252,Femenino,Otros,no,169.1,9.9,3,10,no
1253,Femenino,Proyectos personales,no,229.3,8.8,2,3,no
1254,Masculino,Educación,si,197.2,8.3,4,4,no
1255,Femenino,Otros,no,186.4,11.1,2,3,si
1256,Femenino,Educación,no,76.1,10.8,0,3,no
1257,Femenino,Educación,no,162.8,6,2,3,no
1258,Femenino,Otros,no,182.3,18,1,5,no
1259,Femenino,Educación,si,194.4,11.2,2,7,no
1260,Masculino,Educación,no,189.3,12.5,2,4,no
1261,Femenino,Proyectos personales,no,160.1,9.5,3,4,no
1262,Femenino,Proyectos personales,no,145,7.1,3,4,no
1263,Femenino,Educación,no,220.7,11.5,4,7,no
1264,Masculino,Proyectos personales,no,224.7,7.5,1,5,si
1265,Femenino,Proyectos personales,no,147,10.5,1,4,no
1266,Femenino,Proyectos personales,no,260.8,10.1,1,5,no
1267,Femenino,Negocios,no,155.4,9,0,3,no
1268,Femenino,Educación,no,166.2,5.4,1,7,no
1269,Femenino,Otros,no,211.8,10.8,0,7,no
1270,Femenino,Otros,no,130.5,11,4,5,si
1271,Femenino,Otros,no,162.7,8.7,0,6,no
1272,Femenino,Negocios,si,237.1,7.9,1,3,no
1273,Masculino,Negocios,no,166.2,13.2,4,2,no
1274,Femenino,Proyectos personales,no,121.7,8.3,6,2,si
1275,Masculino,Educación,no,176.4,11.2,0,2,no
1276,Masculino,Negocios,no,67.4,11.4,2,2,no
1277,Femenino,Negocios,no,229.7,9.6,1,1,si
1278,Femenino,Negocios,no,176,14.7,1,7,no
1279,Femenino,Negocios,no,247.7,9.6,0,7,si
1280,Masculino,Educación,no,115.4,13.1,2,5,no
1281,Femenino,Negocios,no,112.2,13.9,0,1,si
1282,Femenino,Otros,no,162.6,11.5,0,4,no
1283,Femenino,Otros,no,229.4,10.4,4,6,no
1284,Masculino,Negocios,no,139.6,15,2,4,no
1285,Masculino,Proyectos personales,no,263.8,8.4,5,2,si
1286,Femenino,Otros,no,217.5,9,4,3,no
1287,Femenino,Negocios,no,114.3,7.5,1,8,no
1288,Femenino,Otros,no,196.3,7.7,2,3,no
1289,Masculino,Otros,no,253.2,4.4,1,4,no
1290,Femenino,Proyectos personales,no,98,10.5,0,4,no
1291,Masculino,Negocios,no,249.4,9.1,0,3,no
1292,Femenino,Proyectos personales,no,129.6,14.5,1,5,no
1293,Masculino,Negocios,no,221.3,9.3,0,7,no
1294,Masculino,Proyectos personales,no,220.7,12.4,1,9,no
1295,Femenino,Educación,no,87.6,9.2,1,5,no
1296,Femenino,Negocios,no,203.6,8.4,0,3,no
1297,Femenino,Otros,no,213.6,8.8,2,3,no
1298,Masculino,Educación,no,181.6,12.9,2,4,no
1299,Masculino,Educación,no,215.4,7.8,1,6,no
1300,Femenino,Negocios,no,266.3,14,2,2,si
1301,Masculino,Proyectos personales,no,199.2,10.2,3,2,no
1302,Femenino,Negocios,no,115,7.3,3,4,no
1303,Masculino,Negocios,no,270.5,9.6,1,5,si
1304,Femenino,Negocios,no,222.2,12.9,1,4,no
1305,Masculino,Educación,no,61.9,8.8,3,2,no
1306,Masculino,Negocios,no,141.1,10.8,2,2,no
1307,Femenino,Negocios,no,189.2,10.6,3,5,si
1308,Masculino,Otros,no,196,9.8,3,1,no
1309,Masculino,Negocios,no,171.6,13.8,0,4,no
1310,Masculino,Educación,si,174,11.4,2,3,no
1311,Femenino,Otros,no,78.6,7.4,1,5,si
1312,Masculino,Proyectos personales,no,200.9,8.9,1,7,no
1313,Masculino,Proyectos personales,no,141.3,6.4,1,2,no
1314,Masculino,Negocios,no,235.8,7.3,2,1,no
1315,Masculino,Negocios,no,185.1,6.3,3,4,no
1316,Femenino,Otros,no,254.3,11.8,2,2,no
1317,Masculino,Otros,no,183,8.7,2,6,no
1318,Masculino,Proyectos personales,no,163.5,7.5,2,5,no
1319,Masculino,Educación,no,207.9,7.7,2,2,no
1320,Masculino,Negocios,no,248.6,6.1,3,3,no
1321,Femenino,Educación,no,185.4,14.5,2,4,no
1322,Masculino,Otros,no,197.8,8.9,1,5,no
1323,Femenino,Educación,si,132.1,9.1,2,1,si
1324,Femenino,Proyectos personales,no,197.1,9.3,0,11,no
1325,Masculino,Otros,no,154.6,12.6,2,5,no
1326,Masculino,Otros,no,153.1,10,6,1,si
1327,Femenino,Otros,no,211.2,6.3,2,9,no
1328,Masculino,Educación,no,96.8,10.9,2,5,si
1329,Masculino,Proyectos personales,no,172,10.1,1,9,no
1330,Masculino,Negocios,no,141.1,8,2,7,no
1331,Femenino,Educación,no,151.1,13.8,2,2,no
1332,Femenino,Educación,no,209.6,7.6,3,2,no
1333,Masculino,Otros,no,247,10.5,3,4,no
1334,Masculino,Proyectos personales,no,221.4,10.8,1,12,no
1335,Femenino,Educación,no,321.3,8,1,4,si
1336,Masculino,Negocios,no,243.7,11.3,0,2,no
1337,Femenino,Otros,no,251.5,11.1,3,6,no
1338,Masculino,Otros,si,236.9,7.3,0,2,si
1339,Femenino,Educación,no,159.7,9.3,2,3,no
1340,Masculino,Proyectos personales,si,148.2,9.2,4,1,si
1341,Masculino,Educación,no,150.9,14.7,1,1,no
1342,Femenino,Educación,no,210.5,11.5,1,2,no
1343,Masculino,Educación,no,170.9,4.1,2,5,no
1344,Masculino,Proyectos personales,no,254.7,10.6,0,8,no
1345,Masculino,Proyectos personales,no,284.4,8.4,0,8,si
1346,Masculino,Proyectos personales,no,0,6.8,4,1,si
1347,Femenino,Proyectos personales,si,133.7,10.7,1,2,si
1348,Masculino,Educación,no,224.9,10.3,0,3,no
1349,Femenino,Educación,no,151.8,11.9,1,5,no
1350,Femenino,Educación,no,141.4,5.6,2,3,no
1351,Masculino,Proyectos personales,no,285.7,14.8,0,7,si
1352,Femenino,Educación,no,58.4,11.9,1,5,no
1353,Femenino,Proyectos personales,no,90.4,13.1,0,4,no
1354,Masculino,Proyectos personales,no,114.4,11,0,3,no
1355,Masculino,Proyectos personales,no,147.7,12.8,2,3,no
1356,Femenino,Proyectos personales,no,302.7,13.6,3,14,no
1357,Masculino,Proyectos personales,no,136.1,11.3,1,4,no
1358,Femenino,Otros,no,169.7,12.8,3,6,no
1359,Masculino,Negocios,no,227.2,14.9,0,2,no
1360,Masculino,Negocios,no,217.8,10.3,1,6,si
1361,Femenino,Negocios,no,124.2,13.1,2,8,no
1362,Masculino,Educación,no,206.2,13.6,1,2,no
1363,Femenino,Educación,no,132.9,9.9,3,2,no
1364,Femenino,Otros,no,104.9,7.7,3,6,no
1365,Masculino,Educación,no,245,13.7,1,8,si
1366,Femenino,Educación,no,184.5,11.6,1,3,no
1367,Masculino,Proyectos personales,no,89.5,12.3,3,1,no
1368,Masculino,Otros,si,235.6,8.6,1,4,no
1369,Femenino,Negocios,no,186,11.5,4,6,no
1370,Masculino,Proyectos personales,no,223.9,7.3,1,9,no
1371,Masculino,Otros,no,179.5,6.6,1,2,no
1372,Masculino,Educación,no,169.4,8.9,1,5,no
1373,Femenino,Negocios,no,118.1,8.2,1,6,no
1374,Femenino,Negocios,no,112,4.1,4,4,si
1375,Femenino,Proyectos personales,no,168.4,8.5,0,7,no
1376,Femenino,Otros,no,214.3,11.3,0,10,no
1377,Femenino,Proyectos personales,no,245.7,4.2,4,5,si
1378,Masculino,Negocios,no,156.6,13.4,1,10,no
1379,Masculino,Negocios,si,142.8,8.9,1,4,no
1380,Femenino,Educación,no,202.4,10.2,3,2,no
1381,Masculino,Proyectos personales,no,116.8,12,1,2,no
1382,Femenino,Otros,no,155.7,11,1,1,no
1383,Masculino,Educación,no,236.1,9.1,2,4,no
1384,Femenino,Otros,no,138.1,8.2,2,2,no
1385,Masculino,Negocios,no,51.9,10.1,3,3,no
1386,Femenino,Negocios,no,81.3,8.9,0,3,no
1387,Femenino,Otros,no,171.5,7.1,0,3,no
1388,Femenino,Educación,no,126,7.6,1,3,no
1389,Femenino,Proyectos personales,si,197.2,9.9,4,6,no
1390,Femenino,Proyectos personales,no,194.1,15.3,1,4,no
1391,Femenino,Proyectos personales,no,115.7,9.3,1,6,no
1392,Masculino,Proyectos personales,no,157.2,8.4,3,5,no
1393,Masculino,Negocios,no,269.7,4.5,3,15,si
1394,Femenino,Educación,no,246.4,9.1,0,8,no
1395,Masculino,Negocios,no,227.4,13,1,4,no
1396,Femenino,Negocios,no,189.8,12.2,0,4,no
1397,Masculino,Otros,si,188.9,11.5,4,5,no
1398,Femenino,Educación,no,0,7.2,1,4,no
1399,Femenino,Otros,no,110.5,11,1,4,no
1400,Femenino,Proyectos personales,no,167.6,11.7,4,2,no
1401,Femenino,Educación,no,132,0,3,0,no
1402,Masculino,Proyectos personales,no,167.8,11.9,0,4,no
1403,Femenino,Educación,no,213.4,5.7,1,4,no
1404,Masculino,Educación,no,175.4,10.6,0,1,no
1405,Femenino,Educación,no,82.6,9.5,3,1,no
1406,Femenino,Proyectos personales,no,143.2,8.8,4,7,si
1407,Masculino,Proyectos personales,no,125.5,8.9,1,8,no
1408,Masculino,Proyectos personales,no,82.3,11.8,6,2,si
1409,Femenino,Proyectos personales,no,165.6,11.8,1,3,no
1410,Masculino,Negocios,no,183.1,8.4,0,2,no
1411,Masculino,Otros,no,162.1,12.2,1,5,no
1412,Femenino,Negocios,no,166.6,7.7,1,6,no
1413,Femenino,Educación,no,135.9,9.4,1,4,no
1414,Masculino,Educación,no,165.7,9.8,0,6,no
1415,Femenino,Proyectos personales,no,176.1,9.7,1,4,no
1416,Masculino,Negocios,no,142.3,9.1,0,1,no
1417,Femenino,Educación,no,177.6,7.6,3,3,no
1418,Femenino,Educación,no,83.2,10.7,1,7,no
1419,Masculino,Educación,si,235,5.7,2,7,no
1420,Femenino,Educación,no,105.7,6.6,2,12,no
1421,Femenino,Otros,si,149.4,17.9,3,3,si
1422,Masculino,Proyectos personales,no,264.7,10.4,0,7,no
1423,Femenino,Otros,no,160.3,5.6,1,1,no
1424,Masculino,Otros,si,95.9,10.4,1,3,no
1425,Masculino,Otros,no,140.7,11.7,0,5,no
1426,Femenino,Negocios,no,119.7,4.6,2,2,no
1427,Femenino,Proyectos personales,no,99.9,9.8,2,7,no
1428,Masculino,Proyectos personales,no,250.9,9.6,2,6,no
1429,Masculino,Proyectos personales,si,200.6,11.2,2,5,no
1430,Femenino,Proyectos personales,no,209.8,7,1,7,no
1431,Femenino,Proyectos personales,no,198,7.6,1,4,no
1432,Masculino,Otros,no,239.8,11.3,1,5,no
1433,Femenino,Proyectos personales,no,164.5,11.2,0,2,no
1434,Masculino,Proyectos personales,no,220.9,12.2,1,2,no
1435,Masculino,Otros,no,112.8,13.2,2,6,no
1436,Masculino,Educación,si,112.6,11.1,0,2,si
1437,Femenino,Negocios,no,226.4,10.8,1,7,no
1438,Masculino,Otros,si,244.9,9.7,4,6,no
1439,Femenino,Negocios,no,203.2,15.1,2,6,no
1440,Femenino,Educación,no,136.7,8.6,0,4,no
1441,Masculino,Educación,no,152.6,5,1,10,no
1442,Masculino,Otros,no,274.9,8.8,1,2,no
1443,Masculino,Proyectos personales,no,195.7,8.3,1,3,si
1444,Masculino,Proyectos personales,si,204.3,9.2,1,7,no
1445,Femenino,Otros,no,222.3,8.9,3,4,no
1446,Masculino,Proyectos personales,no,222.5,9.7,1,2,no
1447,Masculino,Proyectos personales,no,128.8,10.3,2,2,no
1448,Femenino,Proyectos personales,no,174.3,8.3,0,2,no
1449,Femenino,Negocios,no,242.5,7.8,4,3,no
1450,Masculino,Proyectos personales,no,221.6,12.7,4,6,no
1451,Masculino,Negocios,no,114.3,10.9,0,9,no
1452,Masculino,Otros,no,219.7,9.5,2,2,no
1453,Femenino,Negocios,no,144.9,12.3,2,3,no
1454,Femenino,Educación,no,236.5,8.1,2,3,no
1455,Femenino,Negocios,no,174,14.1,2,7,si
1456,Masculino,Educación,no,109.5,6.6,1,7,no
1457,Masculino,Otros,no,81.6,9.9,1,4,no
1458,Femenino,Proyectos personales,no,133.4,5.9,1,4,no
1459,Femenino,Proyectos personales,no,137.1,8.6,1,4,no
1460,Femenino,Educación,no,197,16.1,0,8,no
1461,Masculino,Proyectos personales,no,198.1,9.3,3,3,no
1462,Masculino,Negocios,no,39.5,10,0,6,no
1463,Masculino,Educación,no,199.5,8.1,2,4,no
1464,Masculino,Otros,no,156.8,7.6,1,6,no
1465,Femenino,Otros,no,183.4,9,3,5,no
1466,Masculino,Negocios,no,132.4,8.6,1,2,no
1467,Masculino,Otros,no,63.2,5.1,0,3,no
1468,Masculino,Educación,si,181.1,16.9,0,4,si
1469,Femenino,Otros,no,117.5,4.2,3,7,no
1470,Femenino,Negocios,no,218.7,15,0,1,no
1471,Femenino,Proyectos personales,no,207.3,5.9,1,3,no
1472,Femenino,Otros,no,150.6,8.1,0,5,no
1473,Femenino,Negocios,si,273.3,12,1,7,si
1474,Masculino,Otros,si,266.1,10.3,1,4,no
1475,Masculino,Educación,no,112.8,16.3,0,6,no
1476,Femenino,Proyectos personales,no,104.7,15.8,3,7,no
1477,Femenino,Otros,no,193.8,5.9,0,4,no
1478,Femenino,Negocios,no,168.6,9.8,1,5,no
1479,Masculino,Otros,no,253.2,9.7,2,7,no
1480,Masculino,Proyectos personales,no,174.7,8.9,1,2,no
1481,Masculino,Negocios,no,87,11,0,5,no
1482,Femenino,Negocios,no,204.5,14.8,2,9,no
1483,Femenino,Proyectos personales,no,226.5,9.4,3,4,no
1484,Femenino,Proyectos personales,si,234.1,10,1,3,no
